83,বেথুড়ী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
84,মহেশপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
85,মাহমুদপুর,ইউনিয়ন স্বাস্থ্য কমপ্লেক্স,ইউনিয়ন স্বাস্থ্য কমপ্লেক্স,এডভান্স ডিজিটাল সলুউশন লিমিটেড
86,রাজপাট,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
87,রাতইল,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
88,সাজাইল,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
89,সিংগা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
90,হাতিয়াড়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
91,উজানী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
92,কাশালিয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
93,খান্দারপাড়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
94,গোবিন্দপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
95,গোহালা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
96,জলিরপাড়,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
97,দিগনগর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
98,ননীক্ষীর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
99,পশারগাতী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
100,বহুগ্রাম,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
101,বাঁশবাড়িয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
102,বাটিকামারী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
103,ভাবড়াশুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
104,মহারাজপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
105,মোচনা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
106,রাঘদী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
107,ইসলামপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
108,কুলকান্দি,প্রাথমিক বিদ্যালয়,কুলকান্দি সরকারী প্রাথমিক বিদ্যালয়,এডভান্স ডিজিটাল সলুউশন লিমিটেড
109,গাইবান্ধা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
110,গোয়ালেরচর,প্রাথমিক বিদ্যালয়,সভুকুড়া সরকারী প্রাথমিক বিদ্যালয়,এডভান্স ডিজিটাল সলুউশন লিমিটেড
111,চরগোয়ালিনী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
112,চরপুটিমারী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
113,চিনাডুলি,ইউনিয়ন ভূমি অফিস,ইউনিয়ন ভূমি অফিস,এডভান্স ডিজিটাল সলুউশন লিমিটেড
114,নোয়ারপাড়া,ইউনিয়ন ভূমি অফিস,ইউনিয়ন ভূমি অফিস,এডভান্স ডিজিটাল সলুউশন লিমিটেড
115,পলবান্ধা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
116,পার্থশী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
117,বেলগাছা,ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,এডভান্স ডিজিটাল সলুউশন লিমিটেড
118,দেওয়ানগঞ্জ,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
119,পাররামরামপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
120,হাতীভাংগা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
121,ধানুয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
122,নিলক্ষিয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
123,বকশীগঞ্জ,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
124,বগারচর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
125,বাট্রাজোড়,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
126,সাধুরপাড়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
127,আদারভিটা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
128,কড়ইচড়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
129,গুনারীতলা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
130,চরপাকেরদহ,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
131,জোড়খালী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
132,বালিজুড়ী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
133,সিধুলী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
134,আদ্রা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
135,কুলিয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
136,ঘোষেরপাড়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
137,চরবানি পাকুরিয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
138,ঝাউগড়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
139,দুরমুঠ,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
140,নয়ানগর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
141,নাংলা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
142,ফুলকোচা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
143,মাহমুদপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
144,শ্যামপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
145,আওনা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
146,কামরাবাদ,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
147,গোগলদিঘা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
148,ডোয়াইল,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
149,ভাটারা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
150,মহাদান,ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,এডভান্স ডিজিটাল সলুউশন লিমিটেড
151,সাতপোয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
152,এলেঙ্গা,পৌরসভা ভবন,পৌরসভা ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
153,কোকডহরা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
154,গোহালিয়াবাড়ী,মাদ্রাসা,গোহালিয়াবাড়ী ফাজিল মাদ্রাসা,এডভান্স ডিজিটাল সলুউশন লিমিটেড
155,দশকিয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
156,নাগবাড়ী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
157,নারান্দিয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
158,বল্লা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
159,বাংড়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
160,বীরবাসিন্দা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
161,সল্লা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
162,আলমনগর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
163,ঝাওয়াইল,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
164,ধোপাকান্দি,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
165,নগদা শিমলা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
166,মির্জাপুর,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
167,হাদিরা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
168,আনেহলা,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
169,ঘাটাইল ক্যান্টনমেন্ট,ক্যান্টনমেন্ট বোর্ড ভবন,ক্যান্টনমেন্ট বোর্ড ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
170,দেউলাবাড়ী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
171,আটিয়া,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
172,এলাসিন,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
173,ডুবাইল,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
174,দেউলী,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
175,দেলদুয়ার,ইউনিয়ন পরিষদ ভবন,ইউনিয়ন পরিষদ ভবন,এডভান্স ডিজিটাল সলুউশন লিমিটেড
