২৪৮৯,খুলনা,কুষ্টিয়া,দৌলতপুর,মরিচা,SBL
২৪৯৪,খুলনা,কুষ্টিয়া,দৌলতপুর,রিফাইতপুর,SBL
২৪৮৭,খুলনা,কুষ্টিয়া,দৌলতপুর,হোগলবাড়ীয়া,SBL
২৫১১,খুলনা,কুষ্টিয়া,মিরপুর,আমবাড়ীয়া,SBL
২৫১২,খুলনা,কুষ্টিয়া,মিরপুর,আমলা,SBL
২৫১৭,খুলনা,কুষ্টিয়া,মিরপুর,কুর্শা,SBL
২৫১৬,খুলনা,কুষ্টিয়া,মিরপুর,চিথলিয়া,SBL
২৫১৫,খুলনা,কুষ্টিয়া,মিরপুর,ছাতিয়ান,SBL
২৫২১,খুলনা,কুষ্টিয়া,মিরপুর,তালবাড়ীয়া,SBL
২৫১৯,খুলনা,কুষ্টিয়া,মিরপুর,পোড়াদহ,SBL
২৫৫৬,খুলনা,কুষ্টিয়া,মিরপুর,ফুলবাড়ীয়া,SBL
২৫১৩,খুলনা,কুষ্টিয়া,মিরপুর,বহলবাড়িয়া,SBL
২৫১৪,খুলনা,কুষ্টিয়া,মিরপুর,বারুইপাড়া,SBL
২৫১৮,খুলনা,কুষ্টিয়া,মিরপুর,মালিহাদ,SBL
২৫২০,খুলনা,কুষ্টিয়া,মিরপুর,সদরপুর,SBL
২২৬০,খুলনা,খুলনা,কয়রা,আমাদী,ADSL
২২৬৫,খুলনা,খুলনা,কয়রা,উত্তর বেদকাশী,ADSL
২২৬৩,খুলনা,খুলনা,কয়রা,কয়রা,ADSL
২২৬২,খুলনা,খুলনা,কয়রা,দক্ষিণ বেদকাশী,ADSL
২২৬১,খুলনা,খুলনা,কয়রা,বাগালী,ADSL
২২৬৪,খুলনা,খুলনা,কয়রা,মহারাজপুর,ADSL
২৩৯৪,খুলনা,খুলনা,কয়রা,মহেশ্বরীপুর,ADSL
২২৪৭,খুলনা,খুলনা,ডুমুরিয়া,আটলিয়া,ADSL
২২৫২,খুলনা,খুলনা,ডুমুরিয়া,খর্ণিয়া,ADSL
২২৫১,খুলনা,খুলনা,ডুমুরিয়া,গুটুদিয়া,ADSL
২২৫০,খুলনা,খুলনা,ডুমুরিয়া,ডুমুরিয়া,ADSL
২২৪৯,খুলনা,খুলনা,ডুমুরিয়া,ধামালিয়া,ADSL
২২৪৮,খুলনা,খুলনা,ডুমুরিয়া,ভান্ডারপাড়া,ADSL
২২৫৩,খুলনা,খুলনা,ডুমুরিয়া,মাগুরাঘোনা,ADSL
২২৫৫,খুলনা,খুলনা,ডুমুরিয়া,রংপুর,ADSL
২২৫৪,খুলনা,খুলনা,ডুমুরিয়া,রঘুনাথপুর,ADSL
২২৫৬,খুলনা,খুলনা,ডুমুরিয়া,রুদাঘরা,ADSL
২২৫৮,খুলনা,খুলনা,ডুমুরিয়া,শরাফপুর,ADSL
২২৫৯,খুলনা,খুলনা,ডুমুরিয়া,শোভনা,ADSL
২২৫৭,খুলনা,খুলনা,ডুমুরিয়া,সাহস,ADSL
২২৭৯,খুলনা,খুলনা,তেরখাদা,আজগড়া,ADSL
২২৮৩,খুলনা,খুলনা,তেরখাদা,ছাগলাদাহ,ADSL
২২৮৪,খুলনা,খুলনা,তেরখাদা,তেরখাদা,ADSL
২২৮০,খুলনা,খুলনা,তেরখাদা,বারাসাত,ADSL
২২৮১,খুলনা,খুলনা,তেরখাদা,মধুপুর,ADSL
২২৮২,খুলনা,খুলনা,তেরখাদা,সাচিয়াদাহ,ADSL
২২৪১,খুলনা,খুলনা,দিঘলিয়া,আড়ংঘাটা,ADSL
২২৪৪,খুলনা,খুলনা,দিঘলিয়া,গাজীরহাট,ADSL
২২৪৩,খুলনা,খুলনা,দিঘলিয়া,দিঘলিয়া,ADSL
২২৪২,খুলনা,খুলনা,দিঘলিয়া,বারাকপুর,ADSL
২২৪৫,খুলনা,খুলনা,দিঘলিয়া,যোগীপোল,ADSL
২২৪৬,খুলনা,খুলনা,দিঘলিয়া,সেনহাটী,ADSL
২২৭০,খুলনা,খুলনা,পাইকগাছা,কপিলমুনি,ADSL
২২৬৮,খুলনা,খুলনা,পাইকগাছা,গড়ইখালী,ADSL
২২৬৭,খুলনা,খুলনা,পাইকগাছা,গদাইপুর,ADSL
২২৬৬,খুলনা,খুলনা,পাইকগাছা,চাঁদখালী,ADSL
২৩৯৫,খুলনা,খুলনা,পাইকগাছা,দেলুটি,ADSL
২২৭২,খুলনা,খুলনা,পাইকগাছা,রাডুলী,ADSL
২২৭১,খুলনা,খুলনা,পাইকগাছা,লস্কর,ADSL
২২৭৩,খুলনা,খুলনা,পাইকগাছা,সোলদানা,ADSL
২২৬৯,খুলনা,খুলনা,পাইকগাছা,হরিঢালী,ADSL
২২৭৪,খুলনা,খুলনা,ফুলতলা,গিলাতলা ক্যান্টনমেন্ট,ADSL
২২৩৬,খুলনা,খুলনা,বটিয়াঘাটা,আমিরপুর,ADSL
২২৩৯,খুলনা,খুলনা,বটিয়াঘাটা,গঙ্গারামপুর,ADSL
২২৩৭,খুলনা,খুলনা,বটিয়াঘাটা,বালিয়াডাঙ্গা,ADSL
২২৩৮,খুলনা,খুলনা,বটিয়াঘাটা,ভান্ডারকোট,ADSL
২২৪০,খুলনা,খুলনা,বটিয়াঘাটা,সুরখালী,ADSL
২২৭৫,খুলনা,খুলনা,রূপসা,আইচগাতী,ADSL
২২৭৬,খুলনা,খুলনা,রূপসা,ঘাটভোগ,ADSL
২২৭৮,খুলনা,খুলনা,রূপসা,টি.এস.বাহিরদিয়া,ADSL
২২৭৭,খুলনা,খুলনা,রূপসা,শ্রীফলতলা,ADSL
২৫৪৮,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,খাদিমপুর,SBL
২৫৪৯,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,খাসকররা,SBL
২৪১৩,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,চিৎলা,SBL
২৫৪৬,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,জামজামী,SBL
২৫৪৭,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,জেহালা,SBL
২৪১৪,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,ডাউকী,SBL
২৪১১,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,বাড়াদী,SBL
২৪১২,খুলনা,চুয়াডাঙ্গা,আলমডাংগা,বেলগাছি,SBL
২৪১৭,খুলনা,চুয়াডাঙ্গা,জীবননগর,আন্দুলবাড়ীয়া,SBL
২৪১৮,খুলনা,চুয়াডাঙ্গা,জীবননগর,বাঁকা,SBL
২৫৫১,খুলনা,চুয়াডাঙ্গা,জীবননগর,মনোহরপুর,SBL
২৫৫২,খুলনা,চুয়াডাঙ্গা,জীবননগর,সীমান্ত,SBL
২৫৫০,খুলনা,চুয়াডাঙ্গা,দামুড়হুদা,জুড়ানপুর,SBL
২৪১৫,খুলনা,চুয়াডাঙ্গা,দামুড়হুদা,দামুড়হুদা,SBL
২৪১৬,খুলনা,চুয়াডাঙ্গা,দামুড়হুদা,হাউলী,SBL
২৪৪৩,খুলনা,ঝিনাইদহ,কালিগঞ্জ,কাষ্টভাঙ্গা,SBL
২৪৪৪,খুলনা,ঝিনাইদহ,কালিগঞ্জ,কোলা,SBL
২৪৪২,খুলনা,ঝিনাইদহ,কালিগঞ্জ,জামাল,SBL
২৪৫১,খুলনা,ঝিনাইদহ,কালিগঞ্জ,ত্রিলোচনপুর,SBL
২৪৪৬,খুলনা,ঝিনাইদহ,কালিগঞ্জ,নিয়ামতপুর,SBL
২৪৪১,খুলনা,ঝিনাইদহ,কালিগঞ্জ,বারবাজার,SBL
২৪৪৫,খুলনা,ঝিনাইদহ,কালিগঞ্জ,মালিয়াট,SBL
২৪৪৭,খুলনা,ঝিনাইদহ,কালিগঞ্জ,রাখালগাছি,SBL
২৪৪৮,খুলনা,ঝিনাইদহ,কালিগঞ্জ,রায়গ্রাম,SBL
২৪৪৯,খুলনা,ঝিনাইদহ,কালিগঞ্জ,সিমলা-রোকনপুর,SBL
২৪৫০,খুলনা,ঝিনাইদহ,কালিগঞ্জ,সুন্দরপুর-দুর্গাপুর,SBL
২৪৫৪,খুলনা,ঝিনাইদহ,কোটচাঁদপুর,এলাঙ্গী,SBL
২৪৫৫,খুলনা,ঝিনাইদহ,কোটচাঁদপুর,কুশনা,SBL
২৪৫৩,খুলনা,ঝিনাইদহ,কোটচাঁদপুর,দোড়া,SBL
২৪৫২,খুলনা,ঝিনাইদহ,কোটচাঁদপুর,বলুহর,SBL
২৪৫৬,খুলনা,ঝিনাইদহ,কোটচাঁদপুর,সাফদারপুর,SBL
২৪৫৭,খুলনা,ঝিনাইদহ,মহেশপুর,আজমপুর,SBL
২৪৬৬,খুলনা,ঝিনাইদহ,মহেশপুর,"এস,বি,কে",SBL
২৪৬১,খুলনা,ঝিনাইদহ,মহেশপুর,কাজিরবেড়,SBL
২৪৬৩,খুলনা,ঝিনাইদহ,মহেশপুর,নাটিমা,SBL
২৪৬৪,খুলনা,ঝিনাইদহ,মহেশপুর,নেপা,SBL
২৪৬৫,খুলনা,ঝিনাইদহ,মহেশপুর,পান্তাপাড়া,SBL
২৪৫৯,খুলনা,ঝিনাইদহ,মহেশপুর,ফতেপুর,SBL
২৪৫৮,খুলনা,ঝিনাইদহ,মহেশপুর,বাশঁবাড়িয়া,SBL
২৪৬২,খুলনা,ঝিনাইদহ,মহেশপুর,মান্দারবাড়ীয়া,SBL
২৪৬০,খুলনা,ঝিনাইদহ,মহেশপুর,যাদবপুর,SBL
২৪৬৭,খুলনা,ঝিনাইদহ,মহেশপুর,শ্যামকুড়,SBL
২৪৬৮,খুলনা,ঝিনাইদহ,মহেশপুর,স্বরূপপুর,SBL
২৪৬৯,খুলনা,ঝিনাইদহ,শৈলকুপা,আবাইপুর,SBL
২৪৮২,খুলনা,ঝিনাইদহ,শৈলকুপা,উমেদপুর,SBL
২৪৭৬,খুলনা,ঝিনাইদহ,শৈলকুপা,কাঁচেরকোল,SBL
২৪৮১,খুলনা,ঝিনাইদহ,শৈলকুপা,ত্রিবেনী,SBL
২৪৭২,খুলনা,ঝিনাইদহ,শৈলকুপা,দিগনগর,SBL
২৪৭৩,খুলনা,ঝিনাইদহ,শৈলকুপা,দুধসর,SBL
২৪৭১,খুলনা,ঝিনাইদহ,শৈলকুপা,ধলহরাচন্দ্র,SBL
২৪৭৯,খুলনা,ঝিনাইদহ,শৈলকুপা,নিত্যানন্দপুর,SBL
২৪৭৪,খুলনা,ঝিনাইদহ,শৈলকুপা,ফুলহরি,SBL
২৪৭০,খুলনা,ঝিনাইদহ,শৈলকুপা,বগুড়া,SBL
২৪৭৭,খুলনা,ঝিনাইদহ,শৈলকুপা,মনোহরপুর,SBL
২৪৭৮,খুলনা,ঝিনাইদহ,শৈলকুপা,মির্জাপুর,SBL
২৪৮০,খুলনা,ঝিনাইদহ,শৈলকুপা,সারুটিয়া,SBL
২৪৭৫,খুলনা,ঝিনাইদহ,শৈলকুপা,হাকিমপুর,SBL
২৪৩৭,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,কাপাশহাটিয়া,SBL
২৪৩৪,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,চাঁদপুর,SBL
২৪৩৬,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,জোড়াদহ,SBL
২৪৪০,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,তাহেরহুদা,SBL
২৪৩৫,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,দৌলতপুর,SBL
২৪৩৮,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,ফলসী,SBL
২৪৩৩,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,ভায়না,SBL
২৪৩৯,খুলনা,ঝিনাইদহ,হরিণাকুন্ড,রঘুনাথপুর,SBL
২৫২২,খুলনা,নড়াইল,কালিয়া,বাবরা হাচলা,SBL
২৫২৩,খুলনা,নড়াইল,লোহাগড়া,ইতনা,SBL
২৫২৫,খুলনা,নড়াইল,লোহাগড়া,কাশিপুর,SBL
২৫২৬,খুলনা,নড়াইল,লোহাগড়া,কোটাকোল,SBL
২৫২৪,খুলনা,নড়াইল,লোহাগড়া,জয়পুর,SBL
২৫৩১,খুলনা,নড়াইল,লোহাগড়া,নলদী,SBL
২৫৩২,খুলনা,নড়াইল,লোহাগড়া,নোয়াগ্রাম,SBL
২৫৩০,খুলনা,নড়াইল,লোহাগড়া,মল্লিকপুর,SBL
২৫২৮,খুলনা,নড়াইল,লোহাগড়া,লক্ষীপাশা,SBL
২৫২৭,খুলনা,নড়াইল,লোহাগড়া,লাহুড়িয়া,SBL
২৫২৯,খুলনা,নড়াইল,লোহাগড়া,লোহাগড়া,SBL
২৫৩৩,খুলনা,নড়াইল,লোহাগড়া,শালনগর,SBL
২১০৭,খুলনা,বাগেরহাট,কচুয়া,কচুয়া,ADSL
২১০৫,খুলনা,বাগেরহাট,কচুয়া,গজালিয়া,ADSL
২১০৬,খুলনা,বাগেরহাট,কচুয়া,গোপালপুর,ADSL
২১০৪,খুলনা,বাগেরহাট,কচুয়া,ধোপাখালী,ADSL
২১০৩,খুলনা,বাগেরহাট,কচুয়া,বাধাল,ADSL
২১০৮,খুলনা,বাগেরহাট,কচুয়া,মঘিয়া,ADSL
২১০৯,খুলনা,বাগেরহাট,কচুয়া,রাড়ীপাড়া,ADSL
২০৯২,খুলনা,বাগেরহাট,চিতলমারী,কলাতলা,ADSL
২০৮৯,খুলনা,বাগেরহাট,চিতলমারী,চরবানিয়ারী,ADSL
২০৯০,খুলনা,বাগেরহাট,চিতলমারী,চিতলমারী,ADSL
২৩৭০,খুলনা,বাগেরহাট,চিতলমারী,বড়বাড়িয়া,ADSL
২০৯৪,খুলনা,বাগেরহাট,চিতলমারী,শিবপুর,ADSL
২০৯৩,খুলনা,বাগেরহাট,চিতলমারী,সন্তোষপুর,ADSL
২০৯১,খুলনা,বাগেরহাট,চিতলমারী,হিজলা,ADSL
২১০০,খুলনা,বাগেরহাট,ফকিরহাট,নলধা-মৌভোগ,ADSL
২১০১,খুলনা,বাগেরহাট,ফকিরহাট,পিলজংগ,ADSL
২০৯৭,খুলনা,বাগেরহাট,ফকিরহাট,ফকিরহাট,ADSL
২০৯৫,খুলনা,বাগেরহাট,ফকিরহাট,বাহিরদিয়া-মানসা,ADSL
২০৯৬,খুলনা,বাগেরহাট,ফকিরহাট,বেতাগা,ADSL
২০৯৯,খুলনা,বাগেরহাট,ফকিরহাট,মূলঘর,ADSL
২০৯৮,খুলনা,বাগেরহাট,ফকিরহাট,লখপুর,ADSL
২১০২,খুলনা,বাগেরহাট,ফকিরহাট,শুভদিয়া,ADSL
২১১৬,খুলনা,বাগেরহাট,মোংলা,চাঁদপাই,ADSL
২৩৭৩,খুলনা,বাগেরহাট,মোংলা,চিলা,ADSL
২৩৭২,খুলনা,বাগেরহাট,মোংলা,বুড়িরডাংগা,ADSL
২১১৭,খুলনা,বাগেরহাট,মোংলা,মিঠাখালী,ADSL
২১১৮,খুলনা,বাগেরহাট,মোংলা,সোনাইলতলা,ADSL
২১২৭,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,খাউলিয়া,ADSL
২১২৩,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,চিংড়াখালী,ADSL
২৩৭৪,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,জিউধরা,ADSL
২১২৪,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,দৈবজ্ঞহাটি,ADSL
২১২৯,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,নিশানবাড়িয়া,ADSL
২১২১,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,বনগ্রাম,ADSL
২১২০,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,বলইবুনিয়া,ADSL
২১১৯,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,বহরবুনিয়া,ADSL
২১২২,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,বারইখালী,ADSL
২১২৮,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,মোড়েলগঞ্জ,ADSL
২৩৭৫,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,রামচন্দ্রপুর,ADSL
২১২৫,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,হোগলাপাশা,ADSL
২১২৬,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,হোগলাবুনিয়া,ADSL
২১১০,খুলনা,বাগেরহাট,মোল্লারহাট,আটজুড়ী,ADSL
২৩৭১,খুলনা,বাগেরহাট,মোল্লারহাট,উদয়পুর,ADSL
২১১৫,খুলনা,বাগেরহাট,মোল্লারহাট,কুলিয়া,ADSL
২১১৪,খুলনা,বাগেরহাট,মোল্লারহাট,কোদালিয়া,ADSL
২১১২,খুলনা,বাগেরহাট,মোল্লারহাট,গাংনী,ADSL
২১১৩,খুলনা,বাগেরহাট,মোল্লারহাট,গাওলা,ADSL
২১১১,খুলনা,বাগেরহাট,মোল্লারহাট,চুনখোলা,ADSL
২১৩৯,খুলনা,বাগেরহাট,রামপাল,উজলকূড়,ADSL
২১৩৩,খুলনা,বাগেরহাট,রামপাল,গৌরম্ভা,ADSL
২১৩৬,খুলনা,বাগেরহাট,রামপাল,পেড়িখালী,ADSL
২১৩১,খুলনা,বাগেরহাট,রামপাল,বাঁশতলী,ADSL
২১৩০,খুলনা,বাগেরহাট,রামপাল,বাইনতলা,ADSL
২১৩২,খুলনা,বাগেরহাট,রামপাল,ভোজপাতিয়া,ADSL
২১৩৫,খুলনা,বাগেরহাট,রামপাল,মল্লিকেরবেড়,ADSL
২১৩৭,খুলনা,বাগেরহাট,রামপাল,রাজনগর,ADSL
২১৩৮,খুলনা,বাগেরহাট,রামপাল,রামপাল,ADSL
২১৩৪,খুলনা,বাগেরহাট,রামপাল,হুড়কা,ADSL
২৩৭৬,খুলনা,বাগেরহাট,শরণখোলা,খোন্তাকাটা,ADSL
২১৪০,খুলনা,বাগেরহাট,শরণখোলা,রায়েন্দা,ADSL
২৩৭৭,খুলনা,বাগেরহাট,শরণখোলা,সাউথখালী,ADSL
২২৮৮,খুলনা,মাগুরা,মোহাম্মদপুর,দীঘা,ADSL
২২৯০,খুলনা,মাগুরা,মোহাম্মদপুর,নহাটা,ADSL
২২৯১,খুলনা,মাগুরা,মোহাম্মদপুর,পলাশবাড়িয়া,ADSL
২২৮৫,খুলনা,মাগুরা,মোহাম্মদপুর,বাবুখালী,ADSL
২২৮৬,খুলনা,মাগুরা,মোহাম্মদপুর,বালিদিয়া,ADSL
২২৮৭,খুলনা,মাগুরা,মোহাম্মদপুর,বিনোদপুর,ADSL
২২৮৯,খুলনা,মাগুরা,মোহাম্মদপুর,মহম্মদপুর,ADSL
২২৯২,খুলনা,মাগুরা,মোহাম্মদপুর,রাজাপুর,ADSL
২২৯৩,খুলনা,মাগুরা,শালিখা,আড়পাড়া,ADSL
২২৯৬,খুলনা,মাগুরা,শালিখা,গঙ্গারামপুর,ADSL
২২৯৯,খুলনা,মাগুরা,শালিখা,তালখড়ি,ADSL
২২৯৫,খুলনা,মাগুরা,শালিখা,ধনেশ্বরগাতী,ADSL
২২৯৪,খুলনা,মাগুরা,শালিখা,বুনাগাতি,ADSL
২২৯৮,খুলনা,মাগুরা,শালিখা,শতখালী,ADSL
২২৯৭,খুলনা,মাগুরা,শালিখা,শালিখা,ADSL
২৩০০,খুলনা,মাগুরা,শ্রীপুর,আমলসার,ADSL
২৩০৩,খুলনা,মাগুরা,শ্রীপুর,কাদিরপাড়া,ADSL
২৩০২,খুলনা,মাগুরা,শ্রীপুর,গয়েশপুর,ADSL
২৩০১,খুলনা,মাগুরা,শ্রীপুর,দ্বারিয়াপুর,ADSL
২৩০৪,খুলনা,মাগুরা,শ্রীপুর,নাকোল,ADSL
২৩০৬,খুলনা,মাগুরা,শ্রীপুর,শ্রীকোল,ADSL
২৩০৭,খুলনা,মাগুরা,শ্রীপুর,শ্রীপুর,ADSL
২৩০৫,খুলনা,মাগুরা,শ্রীপুর,সব্দালপুর,ADSL
২২১৫,খুলনা,যশোর,কেশবপুর,কেশবপুর,ADSL
২২১৪,খুলনা,যশোর,কেশবপুর,গৌরিঘোনা,ADSL
২২১৯,খুলনা,যশোর,কেশবপুর,ত্রিমোহিনী,ADSL
২২১৮,খুলনা,যশোর,কেশবপুর,পাঁজিয়া,ADSL
২২১৩,খুলনা,যশোর,কেশবপুর,বিদ্যানন্দকাটি,ADSL
২২১৭,খুলনা,যশোর,কেশবপুর,মংগলকোট,ADSL
২২১৬,খুলনা,যশোর,কেশবপুর,মজিদপুর,ADSL
২৩৯২,খুলনা,যশোর,কেশবপুর,সাাগরদাঁড়ী,ADSL
২৩৯৩,খুলনা,যশোর,কেশবপুর,সুফলাকাটী,ADSL
২২০৪,খুলনা,যশোর,ঝিকরগাছা,গঙ্গানন্দপুর,ADSL
২২০৩,খুলনা,যশোর,ঝিকরগাছা,গদখালী,ADSL
২২০৬,খুলনা,যশোর,ঝিকরগাছা,ঝিকরগাছা,ADSL
২২০৮,খুলনা,যশোর,ঝিকরগাছা,নাভারণ,ADSL
২২০৯,খুলনা,যশোর,ঝিকরগাছা,নির্বাসখোলা,ADSL
২২১০,খুলনা,যশোর,ঝিকরগাছা,পানিসারা,ADSL
২২০৭,খুলনা,যশোর,ঝিকরগাছা,মাগুরা,ADSL
২২১১,খুলনা,যশোর,ঝিকরগাছা,শংকরপুর,ADSL
২২১২,খুলনা,যশোর,ঝিকরগাছা,শিমুলিয়া,ADSL
২২০৫,খুলনা,যশোর,ঝিকরগাছা,হাজিরবাগ,ADSL
২২২৭,খুলনা,যশোর,মনিরামপুর,কাশিমনগর,ADSL
২২৩০,খুলনা,যশোর,মনিরামপুর,কুলাটিয়া,ADSL
২২২৮,খুলনা,যশোর,মনিরামপুর,খানপুর,ADSL
২২২৯,খুলনা,যশোর,মনিরামপুর,খেদাপাড়া,ADSL
২২২১,খুলনা,যশোর,মনিরামপুর,চালুয়াহাটি,ADSL
২২২৬,খুলনা,যশোর,মনিরামপুর,ঝাঁপা,ADSL
২২২২,খুলনা,যশোর,মনিরামপুর,ঢাকুরিয়া,ADSL
২২২৩,খুলনা,যশোর,মনিরামপুর,দুর্বাভাঙ্গা,ADSL
২২৩৩,খুলনা,যশোর,মনিরামপুর,নেহালপুর,ADSL
২২২০,খুলনা,যশোর,মনিরামপুর,ভোজগাতী,ADSL
২২৩১,খুলনা,যশোর,মনিরামপুর,মনিরামপুর,ADSL
২২৩২,খুলনা,যশোর,মনিরামপুর,মনোহরপুর,ADSL
২২৩৪,খুলনা,যশোর,মনিরামপুর,রোহিতা,ADSL
২২৩৫,খুলনা,যশোর,মনিরামপুর,শ্যামকুর,ADSL
২২২৪,খুলনা,যশোর,মনিরামপুর,হরিদাসকাটি,ADSL
২২২৫,খুলনা,যশোর,মনিরামপুর,হরিহরনগর,ADSL
২৩৯১,খুলনা,যশোর,যশোর সদর,যশোর ক্যান্টনমেন্ট,ADSL
২৩১২,খুলনা,সাতক্ষীরা,আশাশুনি,আনুলিয়া,ADSL
২৩১৩,খুলনা,সাতক্ষীরা,আশাশুনি,আশাশুনি,ADSL
২৩১৭,খুলনা,সাতক্ষীরা,আশাশুনি,কাদাকাটি,ADSL
২৩১৯,খুলনা,সাতক্ষীরা,আশাশুনি,কুল্যা,ADSL
২৩১৮,খুলনা,সাতক্ষীরা,আশাশুনি,খাজরা,ADSL
২৩১৬,খুলনা,সাতক্ষীরা,আশাশুনি,দরগাহপুর,ADSL
২৩২০,খুলনা,সাতক্ষীরা,আশাশুনি,প্রতাপনগর,ADSL
২৩১৪,খুলনা,সাতক্ষীরা,আশাশুনি,বড়দল,ADSL
২৩১৫,খুলনা,সাতক্ষীরা,আশাশুনি,বুধহাটা,ADSL
২৩২১,খুলনা,সাতক্ষীরা,আশাশুনি,শোভনালী,ADSL
২৩৩৩,খুলনা,সাতক্ষীরা,কলারোয়া,কয়লা,ADSL
২৩৩৬,খুলনা,সাতক্ষীরা,কলারোয়া,কুশোডাঙ্গা,ADSL
২৩৩৪,খুলনা,সাতক্ষীরা,কলারোয়া,কেঁড়াগাছি,ADSL
২৩৩৫,খুলনা,সাতক্ষীরা,কলারোয়া,কেরালকাতা,ADSL
২৩২৭,খুলনা,সাতক্ষীরা,কলারোয়া,চন্দনপুর,ADSL
২৩৩২,খুলনা,সাতক্ষীরা,কলারোয়া,জয়নগর,ADSL
২৩৩০,খুলনা,সাতক্ষীরা,কলারোয়া,জালালাবাদ,ADSL
২৩২৮,খুলনা,সাতক্ষীরা,কলারোয়া,দেয়াড়া,ADSL
২৩৩১,খুলনা,সাতক্ষীরা,কলারোয়া,যুগিখালী,ADSL
২৩৩৭,খুলনা,সাতক্ষীরা,কলারোয়া,লাংগলঝাড়া,ADSL
২৩৩৮,খুলনা,সাতক্ষীরা,কলারোয়া,সোনাবাড়িয়া,ADSL
২৩২৯,খুলনা,সাতক্ষীরা,কলারোয়া,হেলাতলা,ADSL
২৩৪৫,খুলনা,সাতক্ষীরা,কালিগঞ্জ,কুশুলিয়া,ADSL
২৩৪৪,খুলনা,সাতক্ষীরা,কালিগঞ্জ,কৃষ্ণনগর,ADSL
২৩৪১,খুলনা,সাতক্ষীরা,কালিগঞ্জ,চাম্পাফুল,ADSL
২৩৫০,খুলনা,সাতক্ষীরা,কালিগঞ্জ,তারালী,ADSL
